project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00662,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-50,Supply and installation of 25 Solar Street Lights in Village-50,Village-50,Block-8,22.80755,75.88397,631120.0,610479.82,571868.71,2023-09-22,2023-10-15,2023-11-24,,In Progress,National Civil Projects,Rural Engineering Service (RES)
MPL-00663,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Solar Rooftop Power System installation for School at Village-70,Solar Rooftop Power System installation for School at Village-70,Village-70,Block-3,13.02037,77.68717,927762.0,910946.19,679370.18,2024-01-17,2024-01-28,2024-03-10,,In Progress,Shree Ganesh Construction Co,Municipal Corporation
MPL-00664,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-76,Supply and installation of 25 Solar Street Lights in Village-76,Village-76,Block-4,26.81637,75.7341,816608.0,843285.47,729663.25,2024-06-15,2024-06-27,2024-08-03,2024-10-31,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00665,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Paver Block Road Construction in Village-38,Paver Block Road Construction in Village-38,Village-38,Block-2,25.61434,85.08407,829727.0,798388.51,660111.5,2022-12-21,2023-01-12,2023-03-13,2023-09-08,Completed,Bharat Engineers & Builders,Minor Irrigation Division
MPL-00666,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-135,Installation of Solar LED High-Mast Lighting System at Village-135,Village-135,Block-6,27.0302,75.76383,514013.0,493602.58,402685.26,2024-08-29,2024-09-14,2024-11-10,,In Progress,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00667,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Development of Community Center and Boundary Wall in Village-128,Development of Community Center and Boundary Wall in Village-128,Village-128,Block-5,25.54216,85.10246,849064.0,890690.19,701642.01,2023-04-28,2023-05-08,2023-06-20,,In Progress,Local Panchayat Works Unit,Public Works Department (PWD)
MPL-00668,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-34,Installation of Smart Classroom and Computer Lab in Village-34,Village-34,Block-5,25.36103,82.84474,1582526.0,1656406.79,1125338.13,2024-06-12,2024-06-30,2024-08-17,,In Progress,Shree Ganesh Construction Co,Municipal Corporation
MPL-00669,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Paver Block Road Construction in Village-21,Paver Block Road Construction in Village-21,Village-21,Block-10,11.83059,76.13,1083480.0,1113233.82,918948.77,2023-02-05,2023-02-18,2023-03-30,,In Progress,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00670,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-3,Installation of RO Water Purification Plant at Village-3,Village-3,Block-1,25.22495,83.09458,645473.0,619985.58,514350.14,2024-03-11,2024-03-22,2024-04-20,,In Progress,Kisan Rural Developers,Minor Irrigation Division
MPL-00671,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Construction of Community Hall at Village Village-13,Construction of Community Hall at Village Village-13,Village-13,Block-3,26.8135,75.67863,1638142.0,1568527.87,1308545.69,2024-08-30,2024-09-19,2024-10-28,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00672,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-115,Supply and installation of 25 Solar Street Lights in Village-115,Village-115,Block-5,21.09237,79.15746,850347.0,818235.63,729833.0,2024-07-26,2024-08-14,2024-09-28,2025-02-06,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00673,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-63,Widening of Rural Link Road connecting Village-63,Village-63,Block-4,22.21764,70.85335,4766062.0,4836187.11,4559972.92,2023-02-24,2023-03-21,2023-04-09,2023-06-23,Completed,Surya Shakti Engineering,Municipal Corporation
MPL-00674,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-136,Construction of CC Road and Drainage Channel at Village-136,Village-136,Block-6,22.40824,70.6839,2577783.0,2670185.91,2392559.98,2023-10-25,2023-11-16,2024-01-15,2024-04-23,Completed,National Civil Projects,Rural Engineering Service (RES)
MPL-00675,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-103,Installation of Solar LED High-Mast Lighting System at Village-103,Village-103,Block-1,13.05279,77.44995,498541.0,477035.9,412257.61,2023-10-18,2023-11-11,2024-01-01,2024-04-07,Completed,Shree Ganesh Construction Co,Rural Engineering Service (RES)
MPL-00676,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-122,Construction of CC Road and Drainage Channel at Village-122,Village-122,Block-9,21.12524,78.98339,2888074.0,2896993.93,2326595.01,2023-04-12,2023-05-02,2023-06-21,,In Progress,Reliable Works Corporation,Municipal Corporation
MPL-00677,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-95,Installation of Smart Classroom and Computer Lab in Village-95,Village-95,Block-8,25.28841,83.00211,802564.0,766379.15,653894.44,2024-02-11,2024-03-08,2024-04-04,,In Progress,Reliable Works Corporation,Minor Irrigation Division
MPL-00678,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Installation of Public Shed and Seating Area at Village-13,Installation of Public Shed and Seating Area at Village-13,Village-13,Block-4,22.64945,75.72745,738870.0,720320.24,541831.72,2023-03-30,2023-04-28,2023-05-16,2023-12-09,Completed,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00679,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-26,Installation of Smart Classroom and Computer Lab in Village-26,Village-26,Block-5,22.80532,75.81199,930569.0,952337.28,896936.66,2023-09-22,2023-10-02,2023-11-17,,In Progress,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00680,Gujarat,Rajkot,Rajkot,P. Rupala,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-123,Drilling of Deep Borewell and Overhead Tank Setup at Village-123,Village-123,Block-8,22.2101,70.92216,770155.0,797307.89,698053.69,2023-06-01,2023-06-24,2023-07-29,2023-11-08,Completed,National Civil Projects,Public Works Department (PWD)
MPL-00681,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Construction of Community Hall at Village Village-68,Construction of Community Hall at Village Village-68,Village-68,Block-2,11.71035,76.12849,1161432.0,1123188.96,1077899.75,2022-12-30,2023-01-10,2023-03-04,2023-09-01,Completed,Bharat Engineers & Builders,Municipal Corporation
MPL-00682,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-59,Supply and installation of 25 Solar Street Lights in Village-59,Village-59,Block-8,25.30338,83.04434,775392.0,775635.97,718398.94,2023-03-20,2023-04-07,2023-04-28,2023-09-20,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00683,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-91,Construction of Additional Classrooms at Govt High School Village-91,Village-91,Block-7,11.74114,76.20046,1831523.0,1870013.77,1771836.82,2024-10-24,2024-11-10,2025-01-02,2025-05-11,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00684,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Paver Block Road Construction in Village-8,Paver Block Road Construction in Village-8,Village-8,Block-5,21.02258,79.21439,756238.0,762105.21,687225.1,2024-02-16,2024-03-17,2024-04-24,,In Progress,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00685,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-68,Installation of Solar LED High-Mast Lighting System at Village-68,Village-68,Block-10,13.0073,77.43013,756026.0,744598.29,604335.96,2024-08-13,2024-08-26,2024-10-06,2025-02-13,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00686,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Solar Rooftop Power System installation for School at Village-89,Solar Rooftop Power System installation for School at Village-89,Village-89,Block-8,22.8596,75.89484,651209.0,625824.26,457474.62,2023-05-12,2023-05-31,2023-07-14,2024-01-23,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00687,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-117,Construction of CC Road and Drainage Channel at Village-117,Village-117,Block-5,22.283,70.85028,1585884.0,1541055.07,1502848.99,2023-04-23,2023-05-07,2023-05-25,2023-07-25,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00688,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-144,Widening of Rural Link Road connecting Village-144,Village-144,Block-7,11.62264,75.99164,2650272.0,2770510.93,2422240.29,2023-05-04,2023-05-27,2023-06-23,2023-09-11,Completed,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00689,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Development of Community Center and Boundary Wall in Village-78,Development of Community Center and Boundary Wall in Village-78,Village-78,Block-9,22.7746,75.76755,1426040.0,1399050.17,1239474.44,2024-11-10,2024-11-26,2024-12-31,2025-04-05,Completed,National Civil Projects,Municipal Corporation
MPL-00690,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-77,Construction of CC Road and Drainage Channel at Village-77,Village-77,Block-6,26.79121,75.79527,2688382.0,2803207.81,2253795.14,2023-06-13,2023-07-07,2023-08-15,2024-02-02,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00691,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-108,Installation of Smart Classroom and Computer Lab in Village-108,Village-108,Block-9,11.57758,76.25405,1130187.0,1125811.37,1100539.36,2023-01-07,2023-01-28,2023-03-10,,In Progress,Bharat Engineers & Builders,Minor Irrigation Division
MPL-00692,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-14,Supply and installation of 25 Solar Street Lights in Village-14,Village-14,Block-2,21.13387,78.9545,896013.0,926935.07,661061.15,2024-10-28,2024-11-17,2024-12-02,2025-06-12,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00693,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-124,Widening of Rural Link Road connecting Village-124,Village-124,Block-3,22.36437,70.80708,4896556.0,4813954.82,3516997.53,2024-08-04,2024-08-21,2024-10-18,2024-12-30,Completed,Reliable Works Corporation,Municipal Corporation
MPL-00694,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-80,Widening of Rural Link Road connecting Village-80,Village-80,Block-4,21.04171,79.20217,2027056.0,2089006.25,1798199.71,2023-07-09,2023-07-25,2023-08-16,,In Progress,Reliable Works Corporation,Public Works Department (PWD)
MPL-00695,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Construction of Additional Classrooms at Govt High School Village-130,Construction of Additional Classrooms at Govt High School Village-130,Village-130,Block-10,22.39998,70.90472,2130749.0,2107462.87,2083474.78,2023-10-11,2023-11-04,2023-12-14,2024-03-30,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00696,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Construction of Additional Classrooms at Govt High School Village-6,Construction of Additional Classrooms at Govt High School Village-6,Village-6,Block-2,22.3179,70.79505,1587570.0,1530685.17,1465929.67,2023-08-07,2023-09-04,2023-09-29,2024-05-25,Completed,Sai Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPL-00697,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-71,Widening of Rural Link Road connecting Village-71,Village-71,Block-1,12.92289,77.55492,3640766.0,3599196.02,3422161.88,2024-03-23,2024-04-20,2024-05-31,2024-09-05,Completed,Local Panchayat Works Unit,Municipal Corporation
MPL-00698,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-114,Installation of Public Shed and Seating Area at Village-114,Village-114,Block-9,26.84547,75.93183,422351.0,439587.5,340591.47,2023-05-07,2023-05-23,2023-07-06,2023-12-30,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00699,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-132,Supply and installation of 25 Solar Street Lights in Village-132,Village-132,Block-2,11.6189,76.21078,532907.0,515560.71,397239.97,2024-10-03,2024-11-02,2024-12-23,2025-03-28,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00700,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-47,Installation of Smart Classroom and Computer Lab in Village-47,Village-47,Block-10,13.12383,77.59446,1304020.0,1331208.84,1111147.71,2024-10-07,2024-11-05,2024-12-23,,In Progress,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00701,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Construction of Community Hall at Village Village-8,Construction of Community Hall at Village Village-8,Village-8,Block-3,22.864,75.95027,1333823.0,1298037.1,1199878.22,2024-05-04,2024-05-26,2024-07-23,2024-11-19,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00702,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Construction of Community Hall at Village Village-65,Construction of Community Hall at Village Village-65,Village-65,Block-3,22.84667,75.80405,1240068.0,1182704.72,1147038.7,2024-02-27,2024-03-28,2024-05-05,2024-07-11,Completed,Surya Shakti Engineering,Municipal Corporation
MPL-00703,Bihar,Patna,Patna Sahib,R. S. Prasad,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-126,Construction of Public Toilets and Sanitation Block in Village-126,Village-126,Block-1,25.46991,84.99487,1058767.0,1077702.94,812761.39,2023-06-01,2023-06-15,2023-07-27,2023-11-13,Completed,Shree Ganesh Construction Co,Rural Engineering Service (RES)
MPL-00704,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Paver Block Road Construction in Village-146,Paver Block Road Construction in Village-146,Village-146,Block-6,25.41732,82.99501,1073131.0,1112245.68,860880.06,2024-11-08,2024-11-29,2025-01-24,2025-05-12,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00705,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Development of Community Center and Boundary Wall in Village-110,Development of Community Center and Boundary Wall in Village-110,Village-110,Block-9,21.02607,79.08781,1455853.0,1437817.63,1050048.95,2023-03-02,2023-03-22,2023-04-14,2023-08-28,Completed,Apex Infrastructure Ltd,Minor Irrigation Division
MPL-00706,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-65,Construction of Public Toilets and Sanitation Block in Village-65,Village-65,Block-5,25.34021,83.07986,1009391.0,1029909.23,727150.99,2023-05-20,2023-06-11,2023-07-14,,In Progress,Local Panchayat Works Unit,Minor Irrigation Division
MPL-00707,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-150,Installation of Solar LED High-Mast Lighting System at Village-150,Village-150,Block-4,25.29402,82.88405,646928.0,675194.02,644004.0,2024-10-03,2024-10-30,2024-11-15,,In Progress,Apex Infrastructure Ltd,Rural Engineering Service (RES)
